school_id,school_name
504446,Sacred Heart (PR)
504500,St. Francis (IN)
504527,St. John (KS)
504577,St. Louis Christian
504578,UHSP
504592,St. Mary-Woods
504602,St. Mary's (MI)
504607,St. Mary (NE)
504614,St. Meinrad
504642,St. Teresa
504652,St. Thomas Houston
504660,St. Xavier
504709,San Jose Christian
504712,Sanford Brown
504713,Sangamon St.
504720,Santa Fe
504748,Selma
504767,Shawnee St.
504768,Sheldon Jackson
504800,Siena Heights
504805,Holy Fam. Col. (WI)
504809,Simpson (CA)
504870,S.D.-Springfield
504893,Southeastern Aly God
504894,Southeastern Bible
504906,Southeastern Bapt.
504917,Southern Ariz. Bible
504925,Vanguard
504970,Southern Tech
504980,Southern-N.O.
504993,S'western Aly God
504994,Arizona Christian
505028,S'western Adventist
505040,Spring Arbor
505090,Steubenville
505120,Sue Bennett
505160,Talladega
505181,Taylor-Ft. Wayne
505182,Marycrest Int'l
505184,Westmar
505215,Tenn. Temple
505220,Tenn. Wesleyan
505260,Texas Col.
505303,Toccoa Falls
505307,Tomlinson
505310,Tougaloo
505332,Trinity Baptist
505333,Trinity Bible (FL)
505334,Trinity Bible (ND)
505340,Trinity (IL)
505347,Trinity (VT)
505350,Trinity Christian
505352,Trinity (FL)
505378,Turabo
505398,Union Adventist
505408,United Wesleyan
505410,Unity
505483,Vennard
505487,VTSU Randolph
505489,Villa Maria
505507,Virginia Intermont
505533,Viterbo
505560,Warner Pacific
505562,Warner
505583,Washington Bible
505607,Wassuk
505610,Wayland Baptist
505630,Webb Inst.
505632,Webber Int'l
505641,Wesley (MS)
505648,West Coast Chrst.
505668,Col. of West Va.
505688,Westbrook
505690,Corban
505692,Western Bible Col.
505825,Wilberforce
505844,William & Mary (KY)
505850,William Carey
505867,William Tyndale
505872,Williams Baptist
506000,Xavier (LA)
506001,SUNY Geneva
506002,St. Ambrose
506004,Jarvis Christian
506005,Dana
506006,Carver
506008,Peru St.
506009,Northwood (TX)
506010,Tex. Permian Basin
506012,Southwest (NM)
506014,Bethany (KS)
506015,Benedictine (KS)
506016,Newport News
506019,Simon Fraser (CAN)
506022,Montana Tech
506024,Montana Western
506025,Rocky Mountain
506026,Central Methodist
506027,Southern Ore.
506030,Cardinal Stritch
506032,Culver-Stockton
506033,Dakota Wesleyan
506036,Hampshire
506038,Knoxville
506039,McPherson
506041,MidAmerica Naz.
506043,Mt. Aloysius
506044,Mt. Senario
506045,Olivet Nazarene
506046,Ottawa (KS)
506047,Pillsbury
506048,Rhema (not a 4-year)
506049,SW'ern of Chr. Min.
506050,Tabor
506053,Ohio Southern
506055,Valley City St.
506056,Carroll (MT)
506059,Baker
506060,Midland
506061,Concordia (NE)
506062,Graceland (IA)
506063,Southwestern (KS)
506064,St. Mary (KS)
506065,Northwestern-St.Paul
506066,Dakota St.
506068,Missouri Valley
506071,Taylor (IN)
506072,Northwestern (IA)
506073,Sterling (KS)
506076,William Woods
506079,Ill.-Springfield
506080,Evangel
506081,Kendall
506082,Science & Arts Okla.
506084,American Baptist
506085,Marion
506086,Oakwood
506087,Ohio Belmont
506088,Ohio St. Lima
506089,Demark
506090,Pacific Union
506094,Cascade
506095,Conn.-Stamford
506096,Emmaus
506097,Grande Prairie
506099,Sheridan (CAN)
506100,Walla Walla
506101,Cumberlands (KY)
506102,Si Tanka
506103,Kan. Wesleyan
506105,Union Commonwealth
506107,Trinity Int'l
506108,St. Mary-Plains
506110,Madison College
506112,Concordia (AL)
506113,Simon's Rock
506115,Ohio Mid-Western
506117,Central Baptist
506120,Bethel (KS)
506123,Dickinson St.
506125,Apprentice
506135,Central (KS)
506136,Christian Faith
506137,St. Gregory's
506140,Orchard Lake
506141,Reinhardt
506142,Beulah Heights
506144,Pace (OH)
506146,Miami-Hamilton
506148,Alliant Int'l
506149,Nelson
506151,Southeastern (FL)
506152,Lakehead (CAN)
506153,Haskell
506155,Mid-Continent
506160,Johnson & Wales (SC)
506161,Ohio-Ironton
506167,Berkeley (NJ)
506168,Strayer
506169,Providence (MT)
506170,Five Towns
506174,Bacone
506176,UC Clermont
506177,Waterloo (CAN)
506178,Brenau
506181,UVa-Wise
506185,Salem
506189,Okla. Wesleyan
506190,Virgin Islands
506192,Brooklyn Tech
506193,East-West U.
506194,Calumet Col.
506195,P.R.-Metropolitana
506196,British Colum. (CAN)
506197,Victory
506198,Southern St.
506199,Mid-Atlantic Christ.
506200,Keiser
506208,Mountain St.
506209,George Williams
506210,NY State Regents
506211,Sheffield City
506212,Jordanhill
506213,CC/JC
506214,Baltimore
506215,No Degree
506216,Foreign College
506217,Upsala
506218,Bishop's (CAN)
506219,Windham
506220,Hiram Scott
506221,Fla. Gulf Coast (non-member)
506223,Marymount (KS)
506224,To Be Announced
506225,Ricker
506226,Texas-Tyler
506227,Triton
506228,Spartanburg Meth.
506230,Tarkio
506232,JWU (North Miami)
506233,Ohio-Zanesville
506234,Eisenhower
506235,Pershing
506236,Milton
506237,Florence St.
506238,Benedictine Hts.
506239,Paul Smiths
506240,Golden St. Baptist
506241,Latin American Bible
506242,Waldorf
506243,Mercer-Atlanta
506244,Federal City
506245,Cardinal Newman
506246,Tahoe
506247,Detroit Business
506248,Southwestern (GA)
506249,Yankton
506250,Biscayne
506251,Western Reserve
506252,Parsons
506253,Cal St. Maritime
506254,Kansas Christian
506255,Lowell Tech
506256,Spring Garden
506257,St. Procopius
506259,Lea
506260,Parks
506261,Penn St.-Gr Allegheny
506262,Boston St.
506263,Oregon Col.
506264,Penn St.-New Kens.
506265,National American
506267,Boston Baptist
506268,Andrews
506269,Thomas Edison St.
506270,Lowell St.
506275,Empire St.
506277,Penn St.-Beaver
506278,Penn St.-Fayette
506279,Robert Morris-S'fiel
506280,Penn St.-Du Bois
506281,Ohio-Lancaster
506285,Southwestern Christ.
506286,World Harvest
506287,Columbia Bible (CAN)
506290,William Jessup
506291,Chancellor
506292,Carlisle
506293,Conway St.
506294,John F. Kennedy
506295,Southern Poly
506297,Penn St.-Hazleton
506298,Penn St.-Lehigh Val.
506299,Mount Washington
506300,Florida Col.
506301,Patrick Henry
506302,Penn St.-Schuylkill
506304,Champion Chris.
506305,Louisville Municipal
506306,Case Tech
506307,Providence-Manitoba
506308,Prescott
506311,Cobleskill St.
506313,Morrisville St.
506314,ESPN BracketBuster
506315,Thomas (GA)
506316,Boyce
506319,West Coast Baptist
506321,Texas-Brownsville
506322,Cleary
506323,Ecclesia
506324,Penn St.-Scranton
506325,Wright St.-Lake
506326,Penn St.-York
506327,Cent. Christian (KS)
506330,Northwestern Ohio
506331,Penn St.-Mont Alto
506332,Penn St.-Wilkes Barre
506333,Ohio Christian
506334,Kuyper
506336,Ohio St.-Mansfield
506337,Akron-Wayne
506338,Houston-Victoria
506339,LSU-Alexandria
506341,Embry-Riddle (AZ)
506342,Associate's degree
506343,Northern N.M.
506345,Holy Cross (IN)
506346,Ave Maria
506347,Robt Morris-Lake Co.
506348,Vaughn
506349,Pacifica
506350,Crowley's Ridge
506351,Excelsior
506352,Culinary Institute
506353,S.C. Beaufort
506354,St. Catharine
506355,Indian River St.
506356,Penn Tech
506357,Penn St.-Dela. Co.
506358,Concordia-Montreal
506360,Non-Collegiate
506361,Truett-McConnell
506362,Toronto (CAN)
506363,Manitoba (CAN)
506364,Soka
506365,Ana G. Méndez (PR)
506366,Briercrest (CAN)
506367,Hiwassee
506368,Pitt-Titusville
506369,Shepherd Tech
506370,Penn St-Worthington
506372,Central Penn
506373,Lindenwood (IL)
506374,Benedictine-Sprngfld
506375,JWU (Charlotte)
506376,Dayspring Bible
506377,Roosevelt-Peoria
506379,Bethesda (CA)
506380,SUNY ESF
506383,Marymount (CA)
506384,Berkeley (NY)
506385,Lourdes
506386,American Sports Univ
506387,Quest (CAN)
506388,West Va.-Parkersburg
506389,Windsor (CAN)
506390,Valor Christian
506391,Virginia-Lynchburg
506394,TBA
506395,Meramec CC
506396,Miami Dade North JC
506397,St. Bernard
506398,Midwestern (IA)
506399,Miami Dade South JC
506402,SCAD Savannah
506404,Lawrence Tech
506405,Trinity Lutheran
506409,Capilano (CAN)
506415,Mississippi Women
506418,Bennett
506421,Northwestern (WI)
506423,Kent St.-Tuscarawas
506424,AIB College
506425,Winnipeg (CAN)
506426,Indiana Dabney
506427,Arnold
506428,Logan Chiro. (club)
506429,Lethbridge (CAN)
506430,Algoma (CAN)
506431,Mohawk (CAN)
506432,Toronto Metro (CAN)
506433,Thompson Rivers (CN)
506434,Vancouver Island
506435,Kwantlen Tech (CAN)
506436,Victoria (CAN)
506437,Guelph (CAN)
506438,Brock (CAN)
506439,Canterbury (IN)
506440,Col. of Emporia
506441,Quantico Marines
506442,Los Angeles Pacific
506443,Western Univ. (CAN)
506444,Howard College
506445,Adelbert
506446,D.C. Teachers
506447,Claremont McKenna
506448,Non-Athletic College
506449,Georgia Gwinnett
506450,Alberta (CAN)
506451,Brandon (CAN)
506452,B.C.-Okanagan (CAN)
506453,Calgary (CAN)
506454,Fraser Valley (CAN)
506455,Mt. Royal (CAN)
506456,Northern B.C. (CAN)
506457,Regina (CAN)
506458,Saskatchewan (CAN)
506459,Trinity Western (CN)
506460,Faith (AR)
506461,Camosun (CAN)
506462,Douglas (CAN)
506463,Oglala Lakota
506464,Polytechnic (P.R.)
506465,Morthland
506466,DeVry (FL)
506467,U.S. Sports Academy
506468,St. Katherine
506469,Welch
506470,UPhoenix
506472,Dalton St.
506473,Faith (NC)
506474,St. Thomas (CAN)
506475,Zoubida Cole
506476,Antelope Valley
506477,Lambton (CAN)
506478,Columbia Int'l
506479,Fla. National
506480,New School
506481,Northwest Indian
506482,Online School
506483,SCAD Atlanta
506484,Pasco-Hernando St.
506485,Faith (FL)
506486,Middle Ga. St.
506487,Tex. A&M-Texarkana
506488,John Wesley
506489,Fla. Christian
506490,Canadian Mennonite
506491,Landmark Col.
506492,Humber (CAN)
506493,Providence Christian
506494,York (CAN)
506495,Governors St.
506496,Bry. & Strat. (Buf.)
506497,Sierra Nevada
506498,Benedictine Mesa
506499,SAIT Poly (CAN)
506500,King's U. (CAN)
506501,Oak Hills Christian
506502,Touro
506503,P.R.-Carolina
506504,Yellowstone Chris.
506505,Diné
506506,Metro St. (MN)
506507,Langara (CAN)
506509,Shepherd (CA)
506510,McMaster (CAN)
506511,Simmons (KY)
506513,Ottawa (AZ)
506516,Amarillo
506517,Goddard
506518,Peabody
506519,American Col. of PE
506520,Champlain
506521,Wharton
506522,John Smith College
506523,Savage School of PE
506524,Upstate Medical
506525,Huron
506526,William & Vashti
506527,Leland
506528,Dalhousie
506529,St. Mary's (KY)
506530,Acadia (CAN)
506532,Lincoln (IL)
506533,Cottey
506534,Camp. Harrodsburg
506535,Camp. Somerset
506536,Westcliff
506538,Bry. & Strat. (Alb.)
506539,Bry. & Strat. (Syr.)
506540,Penn St.-Shenango
506541,Fanshawe (CAN)
506542,Bry. & Strat. (Roc.)
506544,Park (AZ)
506546,TAMU-San Antonio
506547,UNT Dallas
506548,Spurgeon
506551,Lincoln (CA)
506557,Clinton
506558,North American
506559,Redeemer Ancas. (CAN)
506560,Biblical Stud. (TX)
506561,Caribbean-Bayamón
506562,Okanagan Col. (CAN)
506563,Navajo Tech
506564,Keyano (CAN)
506565,Carolina Christian
506566,Justice Col.
506567,Stanton
506568,New College (FL)
506569,Nobel
506570,Grace (CA)
506571,Abraham Baldwin
506573,Interamericana (P.R.)
506574,Beacon Col.
506575,Bry. & Strat. (OH) USCAA
506576,NABC All-Stars East
506577,NABC All-Stars West
